Blend_ID,Feed_Temp_C,Feed_Flow_kg_h,Feed_Flow_m3_h,Steam_Rate_kg_h,Naphtha_Yield_%,Naphtha_Yield_kg_h,Naphtha_API,Naphtha_RVP_bar,Reflux_Ratio,QLine_Duty_J_h,Condenser_Duty_J_h,Overall_Heat_Duty_J_h,Source
Blend_2,363.7848312,504986.6627,577.063268,4330.348092,15.61390389,79027.06599,54.26313865,0.689419248,2.99097671,49222101.63,-43083659.96,92427407.38,ASPEN_HYSYS
Blend_2,349.7143277,534614.5734,613.4452808,4278.152514,11.70111054,61930.04786,60.25492034,0.686706549,2.895079434,49383655.85,-42836506.18,92343497.51,ASPEN_HYSYS
Blend_2,407.4072875,457626.969,524.7641816,4135.565607,12.90691104,65092.37302,64.27995739,0.792247195,2.959228366,47891868.54,-42782145.54,90662609.19,ASPEN_HYSYS
Blend_2,399.1455003,450506.7618,515.9680007,4291.81218,13.85920277,72057.23596,54.3656097,0.776762586,2.951152706,48156264.49,-42229850.14,90567625.02,ASPEN_HYSYS
Blend_3,370.9787513,453504.9759,517.9149523,4208.953568,13.52369326,56199.65092,61.50868487,0.844888834,2.864162076,48354923.76,-42910056.28,91494142.27,ASPEN_HYSYS
Blend_3,311.5323236,473948.1645,541.1953849,5246.354535,7.999321524,37807.93158,55.09904501,0.733072497,2.585226017,47030291.53,-40305142.64,87101438.19,ASPEN_HYSYS
Blend_3,414.082419,519463.7868,593.7801995,4417.472162,12.21079008,66640.45067,56.05327888,0.683868187,3.061214421,49033187.2,-43225707.4,92347736.92,ASPEN_HYSYS
Blend_3,318.0583529,496821.3261,568.7640439,4394.033695,8.641101364,41425.74234,56.44515302,0.921341096,2.574718752,45514333.82,-40112422.84,85609980.8,ASPEN_HYSYS
Blend_3,328.9328464,495551.9812,566.1094469,4510.880451,8.411450544,43590.76447,53.49985949,0.947215235,2.77828822,48353052.27,-42120990.4,90418415.31,ASPEN_HYSYS
Blend_3,323.2627526,460043.6017,524.8426415,4902.652938,9.105029071,39228.41935,62.67037527,0.777595488,2.586620288,46130383.53,-40373707.98,86512679.46,ASPEN_HYSYS
Blend_3,337.1084489,542330.5937,619.5921541,5158.472345,13.44504234,75113.47727,60.62302555,1.006076405,2.702543666,46978665.44,-40891000.95,87657022.39,ASPEN_HYSYS
Blend_3,388.1976479,566347.1251,646.7742333,4774.550276,10.32787198,77007.21645,64.40768836,0.996056789,3.084198163,51202678.47,-43733684.91,94907037.63,ASPEN_HYSYS
Blend_3,338.4716454,530724.0306,606.7846208,4697.61485,11.59713958,69873.05289,57.95146252,0.796611741,2.781290263,48692294.61,-42280669.25,91020290.86,ASPEN_HYSYS
Blend_3,417.7683778,532727.9018,608.4503204,4403.203097,13.29242245,69064.85524,60.21461164,0.652318826,3.085455549,49404163.86,-43257258.48,92760635.65,ASPEN_HYSYS
Blend_3,419.8484191,538938.9165,615.2335338,4901.981286,17.13632595,89506.15961,62.15904187,0.861989506,3.109820922,51257724.81,-44108892.33,95344975.95,ASPEN_HYSYS
Blend_3,326.7567278,553024.8284,631.5405537,4649.82731,10.13011607,67404.55178,59.5280888,0.934519504,2.809303785,48760061.25,-42296329.01,91038179.47,ASPEN_HYSYS
Blend_3,400.5463895,465538.0855,531.098651,4449.538596,15.65044995,69906.61974,64.78564713,0.952343547,2.962179952,48710586.25,-42695298.06,91402420.9,ASPEN_HYSYS
Blend_3,349.1724264,548693.9412,626.4850795,4220.539028,13.45246257,73110.13911,58.86918558,0.919934421,2.953163952,49364438.32,-43246954.85,92675941.69,ASPEN_HYSYS
Blend_3,404.6947604,548140.0752,625.7496317,5137.096927,17.18995403,90753.04294,64.15629362,0.981114961,3.078328061,51310377.87,-43979357.5,95268775.28,ASPEN_HYSYS
Blend_3,357.9691326,444028.3939,507.123553,5243.854098,9.972655666,42736.73246,58.84469612,0.706642623,2.628507607,47293252.41,-40613026.93,87765596.04,ASPEN_HYSYS
Blend_3,394.0907684,485234.5031,553.4485897,4889.551771,15.99635874,74886.46829,51.36069468,0.647489189,2.958871222,48901169.58,-42329430.51,91153460.69,ASPEN_HYSYS
Blend_3,371.824695,559153.3879,638.4979012,5206.827817,14.30850135,87411.46914,60.29338407,0.96833729,3.03693587,50834538.98,-43406694.17,94286890.22,ASPEN_HYSYS
Blend_3,311.0397629,508563.3376,580.3722403,4727.718459,14.88038949,73775.75297,51.51782254,1.02349472,2.591633846,45972789.3,-40467242.98,86415630.24,ASPEN_HYSYS
Blend_3,423.574899,472389.1994,540.3573606,4626.157484,16.18058295,78277.08874,57.97240652,0.891382395,3.125232602,51023013.67,-44004014.63,95107624.17,ASPEN_HYSYS
Blend_3,404.7816245,521171.6905,595.9144727,4212.42992,10.92465398,63942.92049,64.13174996,0.879452563,3.080173061,51054631.57,-44093982.96,95213882.73,ASPEN_HYSYS
Blend_3,377.7413186,456532.1665,521.5782773,5364.374747,15.97150978,75215.43221,53.24169789,0.763868873,2.832001655,50796787.11,-42164890.19,93328876.92,ASPEN_HYSYS
Blend_3,293.7103388,534098.4593,608.6689494,4107.073133,13.04243908,72445.11165,59.84603273,0.605757995,2.565220039,45760263,-40759674.47,86577264.95,ASPEN_HYSYS
Blend_3,346.9100293,446734.1874,510.0155951,4496.061296,11.53749231,50463.0641,61.32521323,0.791203485,2.723244522,47546435.13,-41692397.15,89163269.48,ASPEN_HYSYS
Blend_3,307.5378509,489745.365,558.126929,4265.459333,14.92731386,70168.88303,62.26344287,0.755333574,2.579482338,45781100.19,-40475540.07,86262165.96,ASPEN_HYSYS
Blend_3,360.3533215,480927.2725,548.8104899,5324.317786,9.377607339,39782.11862,55.47449309,0.697552318,2.724488104,48892916.68,-41755931.85,90599956.79,ASPEN_HYSYS
Blend_3,380.5398712,508891.8822,580.9941692,4316.832502,14.6234506,72036.9439,63.48370638,0.59010028,2.92325815,48835690.46,-42455056.59,91333418.48,ASPEN_HYSYS
Blend_3,387.3554568,491511.5379,561.9497918,5080.171937,12.25367455,70711.75904,58.20970169,0.638999176,2.928185625,47839826.23,-41678734.39,89536425.16,ASPEN_HYSYS
Blend_3,362.1419784,471640.2773,540.170031,5214.569925,12.87219913,61186.89503,55.31318561,0.616920307,2.8116271,49867750.43,-42617697.44,92385978.14,ASPEN_HYSYS
Blend_3,408.3967358,564182.4432,644.2997405,4193.941218,12.38810146,82650.38483,54.55979979,0.667900374,3.125587117,50725567.39,-44044392.63,94822538.88,ASPEN_HYSYS
Blend_3,381.9650497,504074.2603,575.103848,5018.84177,14.40532424,74140.85252,56.56290005,0.705160777,2.945342993,49329197.63,-42689320.68,91858240.04,ASPEN_HYSYS
Blend_3,332.3080367,555517.7491,633.4918283,4896.803888,13.6549827,84343.22245,51.89221878,0.72541798,2.882271308,49558941.64,-42873519.25,92273575.79,ASPEN_HYSYS
Blend_3,353.4749087,458812.2741,523.3768115,5004.088481,11.3231644,53080.33625,57.55763258,0.568081951,2.655101473,46191094.69,-40366595.42,86650004.85,ASPEN_HYSYS
Blend_3,298.2474325,471261.2305,537.9796721,4837.236346,8.564334018,40719.7218,52.72064396,0.875052261,2.517447881,45236131.8,-39899704.28,85155513.91,ASPEN_HYSYS
Blend_3,297.9537514,481422.431,549.9364645,5160.006964,10.60441486,52551.95269,61.56693842,0.889427873,2.544232286,46598884.73,-40313059.94,86880195.48,ASPEN_HYSYS
Blend_3,302.9980297,449528.6569,513.1388596,4409.784529,8.070026619,37652.884,52.77056397,0.554271196,2.514223717,45175130.36,-39898129.68,85115645.34,ASPEN_HYSYS
Blend_3,342.7286684,524520.1826,597.9296841,4446.892837,16.21181453,84209.63776,52.44977461,0.581418232,2.808195842,49346183.49,-42636198.96,92073439.36,ASPEN_HYSYS
Blend_3,317.4893807,502764.2303,574.7154438,4918.2457,12.48555178,59238.90997,52.8704267,0.841015873,2.637253789,47213948.19,-41239665.76,88599610.11,ASPEN_HYSYS
Blend_3,366.8530148,539936.2063,617.4228039,4758.721166,15.51171368,78007.74057,57.57590792,0.82675181,2.906043205,49499023.79,-42764828.13,92178919.26,ASPEN_HYSYS
Blend_3,397.0645,524598.1821,599.3907261,4834.000683,13.38388314,65950.50755,51.13877028,0.792100832,2.929797304,50333079.38,-43066706,93387563.11,ASPEN_HYSYS
Blend_4,414.6844014,558693.3865,646.02066,4952.013669,21.20130426,111429.4065,53.24359131,0.619377009,3.108158949,51665843.29,-44105178.8,95721988.79,ASPEN_HYSYS
Blend_4,306.1616623,477579.13,552.4736105,4582.632428,16.60067373,81028.54983,55.32640697,0.677819721,2.590076146,47017584.84,-41092660.73,88079493.64,ASPEN_HYSYS
Blend_4,417.5416895,503967.0169,582.1764929,5302.169463,13.68591506,68852.57307,55.17952904,0.848545967,3.097440587,51659398.22,-44053160.4,95671525.98,ASPEN_HYSYS
Blend_4,359.6877704,497617.2953,577.1905028,5266.872542,16.3379184,78135.47715,56.69958364,1.019355631,2.835001531,49286689.08,-42253846.72,91468234.77,ASPEN_HYSYS
Blend_4,381.5105099,481341.1145,556.8125939,5190.169882,17.99406757,78550.40708,52.35116657,0.807918715,2.849793697,49373025.81,-42459271.23,91909645.45,ASPEN_HYSYS
Blend_4,402.21303,488897.7427,565.1592295,4773.637684,13.59865723,61403.80017,51.18209103,0.945250689,2.922058352,49368083.84,-42602528.03,91825866.67,ASPEN_HYSYS
Blend_4,347.0513797,456798.2709,528.496174,4443.975976,17.2803775,78556.68091,63.79712845,0.641844808,2.757306697,47450179.74,-41771093.18,89142732.1,ASPEN_HYSYS
Blend_4,364.7531545,536214.3039,620.2859729,5343.144378,20.86254552,110208.3741,64.46068209,0.737336513,2.914693894,50191917.03,-42568148.49,92719226.9,ASPEN_HYSYS
Blend_4,395.9589914,462140.918,534.0815517,4468.89288,17.29009779,81385.68415,58.43087129,0.927210814,2.872344456,46914568.9,-41567768.18,88251872.26,ASPEN_HYSYS
Blend_4,338.0614572,504701.972,583.1016138,4219.330594,14.07968887,74755.90391,63.55821223,0.955509825,2.676792295,46448771.42,-41197151.96,87728159.34,ASPEN_HYSYS
Blend_4,380.3018642,469998.1851,542.7316168,4517.627315,15.74958289,71756.45078,61.18644645,0.896184863,2.976890492,49561648.75,-42961139.62,92498471.69,ASPEN_HYSYS
Blend_4,341.8539055,528126.803,610.7955412,4212.285705,14.39969941,82634.48047,59.62392687,0.651495931,2.778125476,47004260.52,-41975255.15,88973957.08,ASPEN_HYSYS
Blend_4,333.1781406,516977.2295,596.5757947,4116.650811,17.81199059,90432.95929,51.70896347,0.786291329,2.861066436,48185684.83,-43122150.66,91546772.77,ASPEN_HYSYS
Blend_4,331.1800012,534779.8418,618.0104001,5147.792119,11.97601958,58729.86575,63.22995453,0.926346345,2.797326796,50816071.27,-43248108.29,94107226.3,ASPEN_HYSYS
Blend_4,325.6296934,438864.8514,507.2300211,4487.316802,14.04394769,56640.0146,61.94493423,0.772025278,2.547952778,45709863.95,-40403048.31,86080951.26,ASPEN_HYSYS
Blend_4,324.5925759,540369.0009,624.2271985,4256.214938,12.188622,72807.86712,58.11343269,0.701023414,2.824525688,48779150.09,-42641743.28,91336902.89,ASPEN_HYSYS
Blend_4,408.3532232,541296.5982,626.217076,5087.171546,20.51377158,109666.7892,61.79055863,0.968516907,3.092554117,51478519.07,-43922812.21,95351303.5,ASPEN_HYSYS
Blend_4,304.6060512,435362.8238,503.3695518,4359.275117,17.64937658,63591.72301,57.9979696,0.991235075,2.538115212,45572053.31,-40371835.58,85932715.06,ASPEN_HYSYS
Blend_4,311.851221,469254.3413,542.8704835,5013.849468,16.99108319,65939.42871,52.71799694,0.593354926,2.570677588,45794960.74,-40369962.02,86117374.79,ASPEN_HYSYS
Blend_4,391.6063819,555611.7185,642.3970252,4180.313815,18.43595304,105484.2189,53.13455296,0.907503508,3.069500066,50241070.32,-43858086.67,94211491.75,ASPEN_HYSYS
Blend_4,334.7528109,450969.23,521.4527397,5319.41003,20.13666607,81888.48478,58.1217045,0.965296743,2.674360705,49243548.31,-41602445.09,90854188.39,ASPEN_HYSYS
Blend_4,404.1054449,460521.8697,532.2732718,4300.193471,18.99864888,64787.84587,55.89646392,0.751621081,2.844934139,47084213.73,-41962684.63,89023257.18,ASPEN_HYSYS
Blend_4,362.1013813,480014.8363,556.4602042,5102.966858,19.05122047,100495.1751,60.49204562,0.694521205,2.85770535,49839761.4,-42620964.28,92290117.02,ASPEN_HYSYS
Blend_4,373.7751703,523817.5107,606.2819013,4948.00745,13.99586372,80215.05905,63.35258375,0.829602061,2.925472037,49833326.54,-42684755.19,92420785.2,ASPEN_HYSYS
Blend_4,387.1466469,476868.1939,551.1688923,4267.091588,13.41807346,60981.09508,53.35620759,0.723123145,2.773524766,46487054.69,-41094454.79,87505257.17,ASPEN_HYSYS
Blend_4,315.3457387,509546.3315,589.9187739,4758.909163,14.367701,75671.92464,51.68920238,0.803123594,2.678456536,47868605.61,-41337090.36,89274754.62,ASPEN_HYSYS
Blend_4,353.3701766,511819.3926,591.1496989,5011.40171,19.32967278,86678.86772,59.07013471,0.83301011,2.761743251,47746687.89,-41332796.24,89154323.92,ASPEN_HYSYS
Blend_4,295.2672459,443712.6676,512.690537,4930.443011,13.18840332,56098.17857,57.73475483,0.691783561,2.537275431,46013361.88,-40612280,86633492.92,ASPEN_HYSYS
Blend_4,421.5333023,514054.7085,594.1877619,4949.209741,16.14119132,81871.23606,55.04721347,0.832028151,3.103385457,51034512.69,-43824330.39,94882195.75,ASPEN_HYSYS
Blend_4,355.9508336,552955.2817,638.815055,4713.765948,15.88586833,99076.97271,52.89501517,0.984173649,2.99697449,50170998.71,-42986470.28,93159354.68,ASPEN_HYSYS
